Issue key,Summary,Custom field (External Issue URL),Custom field (Release Note),Custom field (Git Pull Request),Components,is_magento
ACP2E-3361,Some of the relations records are saved to DB when order record is saved,"","Before the fix unnecessary UPDATE queries were being triggered that can have an impact performance wise. After the fix, the unnecessary UPDATE queries were eliminated.",<https://github.com/magento/magento2/commit/1366ae5e>,Framework,true
ACP2E-3362,"search_query table when of huge size, has large impact on load time frontend","","Improved search listing page load time. Prior to the fix, the search listing page was being delayed because of an unoptimized query.",<https://github.com/magento/magento2/commit/55615e61>,Search,true
ACP2E-3363,Magento\GraphQl\App\GraphQlCustomerMutationsTest.php Integration Test failure,"",'-,<https://github.com/magento/magento2/commit/a4cf5e62>,"GraphQL, Test framework",true
ACP2E-3364,Reset button doesn't work on Add/Edit admin user,"","Previously, the Reset button did not function on the Add/Edit Admin User page. Now, in the Admin panel under System -> Permissions -> All Users, the Reset button will work correctly on the Add/Edit Admin User page.",<https://github.com/magento/magento2/commit/5184c067>,Admin UI,true
ACP2E-3367,Site Header | Special Characters Breaking the Customer Welcome section,"","After the fix, special characters are shown correctly in the customer welcome section.",<https://github.com/magento/magento2/commit/1366ae5e>,UI Framework,true
ACP2E-3373,Magento admin URL routing wrong detection and CORS errors,https://github.com/magento/magento2/issues/37663,"After the fix, if the custom admin domain is a subdomain of the main domain, the admin is accessible only from the configured subdomain.",<https://github.com/magento/magento2/commit/3f12d152>,Admin UI,true
ACP2E-3374,"In Backend, default store values for product attributes (instead of expected admin values)","","Now In Backend, admin values are used instead of default store values for product attributes.",<https://github.com/magento/magento2/commit/5184c067>,Promotion,true
ACP2E-3375,[CLOUD] In admin there are many javascript error in console,"","Previously, In admin panel there are many javascript error in console. Now, In the admin panel, there will be no JavaScript errors in the console, and all the default JavaScript functions will execute successfully without any issues.",<https://github.com/magento/magento2/commit/d75cff27>,Framework,true
ACP2E-3376,[CLOUD] Unable to update the Base-prices using REST API (The value of 'value_id' in 'catalog_product_entity_decimal' is not incremented correctly.),"","Previously to this fix, when rest api /rest/default/V1/products/base-prices was called, the increment id was increased wrongly leaving a gap between values. After the fix the increment id is increased as expected, incrementaly. Also the value_id field range was increased.",<https://github.com/magento/magento2/commit/d50f6b5d>,APIs,true
ACP2E-3377,"Cart rules ""Fixed amount discount for whole cart""  action applies discounts incorrectly when adding bundle products","","Fixed amount cart rules were not being applied properly for bundle products. Now, when calculating the total discount amount, bundle child products are taken into consideration, resulting in proper discount calculation.",<https://github.com/magento/magento2/commit/1366ae5e>,Promotion,true
ACP2E-3380,[GraphQl] Wishlist items are visible via GraphQl but not visible on storefront,"","Wishlist products where not being properly listed when requested via GraphQL. Now, wishlist products are filtered based on provided store context.",<https://github.com/magento/magento2/commit/55615e61>,GraphQL,true
ACP2E-3382,Exported customer address cannot be imported,"","Customer address import will proceed as expected. Previously, a customer address import file would not pass validation if Share Customer Accounts = Global, and there are two websites where the default website has a restricted country list, and the address that is being imported is for another website where allowed countries are different",<https://github.com/magento/magento2/commit/ec7e32a9>,Import / export,true
ACP2E-3383,Incorrect url_rewrite entries creation with multiple stores in one store group,"","Prior to the fix, you could only generate URL rewrites on a website level when editing a product. With the fix, a new setting was introduced (Stores > Configuration > Catalog > Catalog > Search Engine Optimization, ""Product URL Rewrite Scope"" with options ""Store view"", ""Website"") that allows you to generate URL rewrites at the store view or website level.",<https://github.com/magento/magento2/commit/2d627301>,SEO,true
ACP2E-3385,[CLOUD] B2B: category issue via GraphQL,"","After the fix, the categories graphql query returns categories with allow permission even if the root category doesn't have allow permission.","","Catalog, GraphQL",false
ACP2E-3387,[Cloud] Magento: queue message has been deleted,"","Queue messages are now properly being cleared out. Prior to the fix, given that SQL queue system was being used, new messages could have been deleted if the cleaning queue message was running at the same time.",<https://github.com/magento/magento2/commit/d50f6b5d>,Framework,true
ACP2E-3388,[Cloud] Dynamic blocks will not function properly,"",Logged-in customer segments are now cleared after logout preventing the guest session from inheriting previously logged-in segments,"",Content,false
ACP2E-3391,[Cloud] Unable to set custom_attributes while comany creation over the graphql call,"","After the fix, it's possible to set the ""custom_attributes"" attribute for the company admin during company creation using graphql request.","","B2B, GraphQL",false
ACP2E-3392,Broken validation for 'Maximum Qty Allowed in Shopping Cart',"","Previously, when we put `Maximum Qty Allowed in Shopping Cart` empty, it did not throw any exception, though an empty value is not accepted here. After this fix applies, putting an empty string will throw exceptions and will not allow saving the product.",<https://github.com/magento/magento2/commit/d50f6b5d>,Admin UI,true
ACP2E-3402,Checkout shipping address form get update with wrong address,"","shippingAddressFromData is now saved into the local storage per website. Previously, an address from the wrong website could be auto-populated into the shipping address form during checkout if a store code was used in the URL and checkout was initiated from multiple websites during the same guest session.",<https://github.com/magento/magento2/commit/078c387e>,Cart & Checkout,true
ACP2E-3403,Cart Price Rules Miscalculating Discount,"","Fixed amount discounts are now being properly calculated. Prior to the fix, fixed amount discounts were not totalled properly for bundle products.",<https://github.com/magento/magento2/commit/0b488dd1>,Promotion,true
ACP2E-3404,[GraphQL] Reset password email inconsistency between content and subject/link,"","The issue has been resolved by simulating the correct store where the customer's account is registered when sending the password reset request, regardless of the website store.",<https://github.com/magento/magento2/commit/5184c067>,GraphQL,true
ACP2E-3405,[CLOUD] Checkout does not retain the selected billing address when Address Search is enabled,"","Checkout payment page will now retain the selected billing address when address search is enabled. Previously if ""Number of Customer Addresses Limit"" is configured to 1, and customer has more than one address, the selected billing address would disappear after reloading the page.","",Cart & Checkout,false
ACP2E-3406,Nested categories in rule conditions not showing,"",Fixed issue when nested categories under level 3 category are not shown in marketing rules for category condition,<https://github.com/magento/magento2/commit/88660e79>,Promotion,true
ACP2E-3407,Gift Card Product | Cart Merge is merging Gift Cards,"",Giftcard products now merged correctly in the cart,<https://github.com/magento/magento2/commit/88660e79>,Cart & Checkout,true
ACP2E-3408,[Pagebuilder Preview UI Issue] The buttons in the Page Builder column aren't lining up correctly,"","The buttons in the Page Builder columns are now correctly aligned. Previously, they were misaligned within the Page Builder columns.",<https://github.com/magento/magento2-page-builder/commit/1a52ef4c>,Admin UI,true
ACP2E-3410,Configurable product edit form load causes timeout and memory exhaustion,"","Prior to the fix configurable product variations were constructed based on all possible attribute option combinations. In cases where attributes had a lot of options this resulted in a lengthy and resource consuming operation. Now, configurable product variations are constructed based on existing child product attributes. This results in far less calculations - thus an improved usage of resources.",<https://github.com/magento/magento2/commit/078c387e>,Catalog,true
ACP2E-3413,All products are indexed with [is_out_of_stock] = 1 when the SKU is not set as a searchable attribute,"","After the fix, the ""is_out_of_stock"" in catalog search index is correct, even when sku is not searchable.",<https://github.com/magento/inventory/commit/5b21b7af>,"Inventory / MSI, Search",true
ACP2E-3415,Cart persistence is not being respected upon logout,"",Added missing functionality Remember Me from customer login to authentication popup and checkout sign ins.,<https://github.com/magento/magento2/commit/344fce23>,Cart & Checkout,true
ACP2E-3416,Admin duplicated place order requests sent,"","Previously, the ""Submit Order"" button in the admin panel could be clicked multiple times or activated by repeatedly pressing the ""Enter"" key, causing duplicate or order submissions with error. Now, preventing additional actions until the order is fully processed, ensuring that only one order is submitted.",<https://github.com/magento/magento2/commit/5184c067>,Order,true
ACP2E-3419,[Cloud] products GraphQL query returns related products not assigned to current website,"","Previously, for graphQL query, multi-store related products do not show properly for product query. After this fix is applied, for products, graphQL query multi-store related products showing accordingly.",<https://github.com/magento/magento2/commit/078c387e>,GraphQL,true
ACP2E-3424,[Cloud] Removing template with missing images causes pub/media to be deleted,"","Previously to this fix, if the preview image name was missing for a pagebuilder template, the pub/media folder was deleted. After the fix, only the template will be deleted and the preview image if found.",<https://github.com/magento/magento2-page-builder/commit/0986853b>,"Admin UI, Staging & Preview",true
ACP2E-3425,Admin can still place order even without payment method,"",Previously selected payment method is now retained when the payment method reappears in the list of available payments.,<https://github.com/magento/magento2/commit/d50f6b5d>,Order,true
ACP2E-3428,Pagebuilder's template preview failure for large content,"","Large content was leading to canvas element overflowing the browser's limits, and returning incorrect value, which broke backend code (cannot properly decode the image). Fixed with limiting canvas size to the universal browser's limit.",<https://github.com/magento/magento2-page-builder/commit/adfb1747>,Content,true
ACP2E-3430,Latest security updates with TinyMCE 7 missing font size,"","Font size and font family selectors are now available in WYSIWYG editor. Prior to this fix, with TinyMCE 7 these were not available in the editor interface.","<https://github.com/magento/magento2/commit/d50f6b5d>, <https://github.com/magento/magento2-page-builder/commit/2c2f7a0e>",Content,true
ACP2E-3431,Products Ordered report is not exporting. 404 error instead.,"",Products Ordered report excport to CSV and XML now works as expected,<https://github.com/magento/magento2/commit/88660e79>,Admin UI,true
ACP2E-3432,usage_limit and uses_per_customer not updating in salesrule_coupon Table,"",Updating Uses per Coupon and Uses per Customer in cart price rule will now affect existing autogenerated coupons. Previously the new values affected only new coupons,<https://github.com/magento/magento2/commit/88660e79>,Promotion,true
ACP2E-3433,Allow Countries configuration causes issues in customer address configurations,"",Now selecting Allow Countries configuration doesn't influence countries shown for outside the given scope. Previously Allow Countries configuration influenced customer address attribute outside given scope,<https://github.com/magento/magento2/commit/078c387e>,Account,true
ACP2E-3441,Unable to download files from Data Collector,"",Downloading backup no longer shows blank page instead of downloading the file.,"",Other Developer Tools,false
ACP2E-3443,Return Screen is messed up when refresh the screen,"",The user can refresh the page without experiencing screen distortion.,"",Returns,false
ACP2E-3445,Shared Gift Registry shows the event date as 1 day earlier,"",Gift Registry date is shown correctly now on Storefront,"",Account,false
ACP2E-3447,Using the wrong Store ID in GraphQL header causes fatal memory error,"",Sending wrong store code in GraphQL request no longer results in excessive memory consumption.,<https://github.com/magento/magento2/commit/d50f6b5d>,GraphQL,true
ACP2E-3448,[Cloud] Wrong quantity in CSV file did not give error,"","Now stock sources import will throw validation error for non numeric values in the quantity column. Previously, importing stock sources with non numeric value in the quantity column resulted in the quantity being set to 0.",<https://github.com/magento/inventory/commit/5b21b7af>,Import / export,true
ACP2E-3453,Unable to Update Scheduled Update When Using Unique Custom Category Attribute,"",Fixed an issue where updating a scheduled update for a category was not possible if the category had a unique attribute,<https://github.com/magento/magento2/commit/078c387e>,Staging & Preview,true
ACP2E-3454,Fotorama doesn't load video correctly when using Swatches and option is pre-selected via URL,"","Product videos will now render properly on configurable product details page, if the URL contains selected options.",<https://github.com/magento/magento2/commit/078c387e>,Catalog,true
ACP2E-3455,Duplicated URL key error message generated when importing a product is not correct when the URL Key already belongs to a category,"","Displaying the correct error message during product import check, when customer tried to import product when product's url key already belongs to a category.",<https://github.com/magento/magento2/commit/d4de4726>,Import / export,true
ACP2E-3456,"Cart price rule doesn't consider parent category when it is using ""equals or greater than"" condition.","",Cart Price Rules now consider parent category correctly when it is used in advanced conditions,<https://github.com/magento/magento2/commit/93359343>,Promotion,true
ACP2E-3457,TinyMCE JS Error in console after Js minification enable with production mode,"","Previously, enabling JavaScript minification in production mode within the admin panel caused JavaScript errors related to TinyMCE 6 to appear in the browser console, affecting the functionality and user experience. Now, This issue has been resolved, ensuring that TinyMCE 6 operates smoothly without generating any errors, even when JS minification is enabled.",<https://github.com/magento/magento2/commit/56463d5e>,Admin UI,true
ACP2E-3458,[MFTF] StorefrontCheckoutProcessForQuoteWithoutNegotiatedPricesTest,"",Fixed mftfs,<https://github.com/magento/magento2/commit/078c387e>,Test framework,true
ACP2E-3459,Request for additional changes to fully complete the ACP2E-3375 fix,"",'-,<https://github.com/magento/magento2/commit/d50f6b5d>,Admin UI,true
ACP2E-3460,Order items are not visible in credit memo emails for the API POST V1/order/:orderId/refund,"","Previously, before this fix, when a customer creates a credit memo from an API request notifying send_email, it does not contain the product details grid. After this fix apply the customer sends a credit memo API request, and will find the product item details appearing in the email.",<https://github.com/magento/magento2/commit/3f12d152>,APIs,true
ACP2E-3461,PageBuilder Carousel Widget shows products that doesn't match conditions,"",Product list used in widgets now respects category condition,<https://github.com/magento/magento2/commit/078c387e>,Catalog,true
ACP2E-3463,Invalid discount calculation with priority,"","In the case of fixed amount appllied for the whole cart discount type, the amount was not being calculated properly for cart items that were already discounted by a previous promotion. Now, discounts are properly summed up.",<https://github.com/magento/magento2/commit/078c387e>,Promotion,true
ACP2E-3465,Place order button disappears in Purchase Order details,"",Fixed an issue where Place order button was hidden for approved purchase orders when a product variation had minimum number in card specified,"",B2B,false
ACP2E-3467,[Cloud] 500 response to empty Graphql response on 2.4.7,"","After the fix, invalid graphql requests will not be logged into the exception.log file.",<https://github.com/magento/magento2/commit/1984c61c>,GraphQL,true
ACP2E-3469,Validation Error Triggered for All Products in Group When One Has Invalid Quantity,"","Now, the validation error is correctly triggered for all products in the group when one product has an invalid quantity, which was not happening previously.",<https://github.com/magento/magento2/commit/56463d5e>,Catalog,true
ACP2E-3470,Issue with Bundle Product + MSI in Clean M2.4.7-p3,https://github.com/magento/magento2/issues/39358,"Previously, for inventory bundle products after duplication with the same simple product, the simple product can not be saved. After this fix is applied, the simple product can be saved successfully without any exceptions.",<https://github.com/magento/inventory/commit/0208e433>,Inventory / MSI,true
ACP2E-3471,[Cloud] Products in Category - Add Products - Assign - Select All,"",Users can now select or deselect products using the toggle.,"",Product,false
ACP2E-3472,[CLOUD] Shipping calculation is not considering the shopping cart rule,"","Prior to the fix, a cart rule with region condition was not being applied consistently. After the fix, cart rules with region conditions are being applied properly.",<https://github.com/magento/magento2/commit/d4de4726>,Promotion,true
ACP2E-3474,[CLOUD] No such entity with id = 0 with b2b module,"","Logged in user is able to add product to cart when Shared Catalog features are enabled.
Previously adding product to cart resulted in Error 'no such entity with id = 0'","",B2B,false
ACP2E-3475,Product export causes OOM even with 4G memory limit,"","Previous to this fix, the product export failed if product attributes had thousands of option values even with 4G available memory. After this fix, the product export should finish exporting the csv file.",<https://github.com/magento/magento2/commit/1984c61c>,Import / export,true
ACP2E-3476,[Cloud] Product import time has significantly increased,"","Previous to the fix, catalog product import with over 10K entries had a significant time degradation. After the fix, the import of catalog product executes in a timely manner.",<https://github.com/magento/magento2/commit/87d012e5>,"Import / export, Performance",true
ACP2E-3483,TinyMCE 7 editor font size in the admin in PT and not PX please clarify,"",Prior to the fix you could not specify font size in px in WYSIWYG areas. Now you can set the font size in px instead of pt.,"<https://github.com/magento/magento2/commit/3f12d152>, <https://github.com/magento/magento2-page-builder/commit/20aa5d7a>",Content,true
ACP2E-3486,Default values are not set for date and time attributes with products RestAPI,"",Default values now sets properly for date and date and time attributes via RestAPI,<https://github.com/magento/magento2/commit/1984c61c>,APIs,true
ACP2E-3488,"Existing quote data is not update / not visible, instead create a new quote record when trigger_recollect = 1","",Customer's shopping cart items no longer disappear as result of a product being deleted after it was added to the shopping cart.,<https://github.com/magento/magento2/commit/1984c61c>,Cart & Checkout,true
ACP2E-3490,Product Content Type in Page Builder Gets Collapsed Without Correct Messages,"","Prior to the fix the preview html was not being generated properly when there were no products in the widget. Now, the empty response is properly generated and products widget is being displayed fine in preview.","<https://github.com/magento/magento2/commit/3f12d152>, <https://github.com/magento/magento2-page-builder/commit/20aa5d7a>",Content,true
ACP2E-3491,Cart rule sku condition is failing for invoice.,"","Discount on Bundle product with dynamic price is now correctly reflected in the invoice. Previously, the discount was not reflected on the invoice.",<https://github.com/magento/magento2/commit/3f12d152>,Promotion,true
ACP2E-3492,[Cloud] Problems with Graphql API,"","Before the fix by using Graphql application server, customer address request did not return the most recent data.",<https://github.com/magento/magento2/commit/3f12d152>,GraphQL,true
ACP2E-3495,"When a gift registry item is purchased, the customer sees items not on their registry","",Gift registry update no longer includes items that do not belong to the gift registry.,"",Cart & Checkout,false
ACP2E-3498,Incorrect discount value when multiple cart price rules are applied simultaneously with discounted/special priced products,"","Prior to the fix, fixed amount for whole cart rules were not being applied properly if more than one was being applied. Now, fixed amount discount cart rules are being applied properly.",<https://github.com/magento/magento2/commit/1984c61c>,Promotion,true
ACP2E-3501,VAPT: Business Logic Error - future date as customer date of birth,"",Customer's date of birth can not be set later than today,<https://github.com/magento/magento2/commit/d4de4726>,Account,true
ACP2E-3503,Automatic enabling of new ACL permissions,"",New permissions added to custom modules will no longer automatically grant access to all existing user roles unless explicitly configured.,<https://github.com/magento/magento2/commit/3f12d152>,Admin UI,true
ACP2E-3505,"Disabled product still appears in related, upsell, crosssell items in grpahQL query","","Graphql now provide correct response for disabled relared, upsell and cross-sell products",<https://github.com/magento/magento2/commit/d4de4726>,GraphQL,true
ACP2E-3509,Admin Actions Log User Report doesnt show details for adminhtml_user_delete,"","The adminhtml_user_delete now correctly logs important details. Previously, logs were not generated for user deletions.",<https://github.com/magento/magento2/commit/4de008a9>,Admin UI,true
ACP2E-3510,"[Cloud] Issue with ""Remove All"" Confirmation Popup Removing Cart Items Without Confirmation","","Now, clicking the ""Remove All"" button for attention-required products prompts a confirmation popup to ensure items are only removed with your confirmation. Previously, items were removed immediately without any confirmation","",Cart & Checkout,false
ACP2E-3513,[CLOUD] Special price not showing in Configurable product,"","After the fix, changing the ""Used in Product Listing"" value for the special price attribute will not affect showing the special price for configurable products.",<https://github.com/magento/magento2/commit/d4de4726>,Catalog,true
ACP2E-3516,Indexers Temporary tables are not cleaned up if the process is terminated,"",CatalogRule indexer temporary tables are now cleaned up if the indexer process is terminated,<https://github.com/magento/magento2/commit/1984c61c>,Catalog,true
ACP2E-3518,Items are duplicated after we create an order from Admin on - Mozilla Firefox browser,"","Products added using ""Add Products by SKU"" are no longer duplicated in Firefox when creating an order in admin.","",Order,false
ACP2E-3520,[QUANS] Core unit test failures in 2.4.7-p3,"",Release notes for this test is not needed since it is a Unit-test improvement.,<https://github.com/magento/magento2/commit/1984c61c>,Catalog,true
ACP2E-3521,[CLOUD] Issue with Products are Not Visible in Frontend After Saving in Magento Admin,"",After the fix configurable products that have child products with long names will not be missed in the storefront.,<https://github.com/magento/magento2/commit/1984c61c>,"Catalog, Search",true
ACP2E-3527,[Cloud] Import Processes Interfering with Each Other,"",Correct messages are shown if the same admin user performs two or more import operations using the same user session.,<https://github.com/magento/magento2/commit/d4de4726>,Import / export,true
ACP2E-3532,Sitemap Generation Warnings,"","After the fix, the sitemap is generated in the system tmp directory and copied to the final destination.",<https://github.com/magento/magento2/commit/d4de4726>,Cloud,true
ACP2E-3533,Performance Issue in Stock Quantity Retrieval for Grouped Products with Multiple Sources,"",Grouped product and bundle product edit page is now optimized when assigned products have large number of inventory sources.,<https://github.com/magento/inventory/commit/0208e433>,Catalog,true
ACP2E-3534,[page builder]Adding Product Listing to block results in errors,"",Now adding Bundle Product Listing to block via page builder doesn't results in errors,<https://github.com/magento/magento2/commit/344fce23>,Content,true
ACP2E-3536,Cart Rule with shipping condition not applying when placing order from admin,"","Previously, if the cart price rule has a shipping method discount with the coupon, it can not be applied through Admin UI. After this fix is applied, the cart price rule discount with a coupon for a specific shipping method will be applied from Admin UI successfully.","<https://github.com/magento/magento2/commit/a52ff98f>, <https://github.com/magento/inventory/commit/11ce816b>",Admin UI,true
ACP2E-3537,"Corresponding cache key entries are not available in cache tags, hence cache cleaning does not work correctly","",LUA mode is now enabled by default for Redis cache garbage collector to prevent race conditions,<https://github.com/magento/magento2/commit/a52ff98f>,Framework,true
ACP2E-3559,[FRESH] HEX code is not updating correctly in SWATCH,"","HEX code that is manually entered by user in the Visual Swatch color picker is no longer altered by the system. Previously, certain HEX codes experienced slight adjustments due to conversion errors between color models.","<https://github.com/magento/magento2/commit/344fce23>, <https://github.com/magento/inventory/commit/1ef984c0>",Admin UI,true
ACP2E-3561,Customer Segment edition fails with daterange,"","It is possible to save customer segment with date range condition, when only one of dates was edited.",<https://github.com/magento/magento2/commit/a52ff98f>,UI Framework,true
ACP2E-3562,No error message displayed for our of stock products when bulk adding from requisition list,"","Prior to the fix a success message was being displayed regardless of the number of products that failed to be added to the cart. Now, separate messages are being displayed for products there were successfully added to the cart and for products that failed.","",B2B,false
ACP2E-3618,[CLOUD] Re-order button functionality,"",Re-orderind an order from the administrator area will now add products with stock to the quote even though there are some products in the original order that do not have stock anymore. Prior to the fix no products were being added to the new quote if product with no stock were in the original order.,<https://github.com/magento/magento2/commit/a52ff98f>,Cart & Checkout,true
ACP2E-3622,Search stores are not working by zip code,"","Searching pickup locations by zip code was not working properly for Dutch localisations. After the fix, the pickup location search will provide results based on zip code.",<https://github.com/magento/magento2/commit/344fce23>,Cart & Checkout,true
ACP2E-3628,Issue with SKU Updates after Scheduled Updates Causing Incorrect Product Permissions (-2 Deny),"",Modifying a product's SKU with past scheduled updates no longer causes the product to be inaccessible to the shared catalog customers entitled to see the product.,"",B2B,false
ACP2E-3631,Adobe Commerce 2.4.7-p3 unit tests are failing,"",No release notes are required.,<https://github.com/magento/magento2/commit/982b1c42>,Other Developer Tools,true
ACP2E-3641,Refix https://jira.corp.adobe.com/browse/ACP2E-3389,"",Improved performance of admin category page in case of large number of anchor categories,<https://github.com/magento/magento2/commit/982b1c42>,Catalog,true
ACP2E-3647,[CLOUD]: GraphQl error Internal server error placeOrder mutation,"","The ""placeOrder"" mutation with coupon code information in the request is no longer throwing an internal error exception, the order was placed successfully. Previously, it failed with ""Internal server error"".",<https://github.com/magento/magento2/commit/982b1c42>,GraphQL,true
ACP2E-3653,Incorrect canonical URL for category when page > 1,"","Previously, the canonical URL for multi-page content did not function correctly, consistently displaying the base URL. However, after the fix was implemented, the canonical URL for multi-page content now correctly displays the URL with the page ID.",<https://github.com/magento/magento2/commit/982b1c42>,"Catalog, SEO",true
ACP2E-3681,MAGENTO_DC_INDEXER__USE_APPLICATION_LOCK value is ignored,"","After the fix, an ENV variable set to ""false"" will be treated as bool false, not as string 'false'.",<https://github.com/magento/magento2/commit/982b1c42>,Framework,true
ACP2E-948,"Product listing GraphQL query limited to total_count 10,000 products only","","After the fix, the search result is not limited to 10000 products, it becomes possible to get all products matching the search criteria even if the count is more than 10000.",<https://github.com/magento/magento2/commit/a4cf5e62>,"GraphQL, Search",true
BUNDLE-3367,Pay via LPM,"","The system now correctly renders Local Payment Methods (LPM) on initial load, even when a logged-in customer's shipping and billing addresses do not match, ensuring a smooth checkout process. Previously, a mismatch between a customer's shipping and billing addresses would prevent LPM from rendering, causing potential disruptions during checkout.","",Braintree,false
BUNDLE-3368,Configurable with Virtual as Child Product,"","The system now allows express payment methods for configurable products that have a virtual  child product, ensuring a smooth checkout process. Previously, express payment methods were not available when a configurable product with a virtual  child product was added to the cart.","",Braintree,false
BUNDLE-3369,CVV Verification failed error,"","","",Braintree,false
BUNDLE-3370,Vaulting Via the account Area Issues 247,"","The system now allows customers to save new card or PayPal account information across multiple websites without encountering authorization errors. Previously, customers were unable to save new payment methods across different websites and were presented with an authorization error message.","",Braintree,false
BUNDLE-3371,Ship to an address from a different country,"","The system now allows transactions to be processed without errors when shipping to an address from a different country, ensuring a smooth checkout process. Previously, attempting to ship to an address from a different country would result in console errors, despite no visible errors on the frontend.","",Braintree,false
BUNDLE-3372,Credit Card - Teardown function,"","The system now correctly handles the teardown of Braintree PayPal components when a customer navigates back from the payment page to the shipping page, preventing any errors and ensuring that PayPal Express buttons render correctly. Previously, navigating back to the shipping page from the payment page sometimes resulted in an error when trying to teardown the Braintree PayPal components.","",Braintree,false
BUNDLE-3373,Shipping Callback for PayPal Express,"","The system now correctly displays available shipping methods in the PayPal Express modal, allowing customers to select their preferred shipping method before proceeding to the review page or completing their transaction. Previously, no shipping methods were available to select from in the PayPal Express modal, requiring customers to select a shipping method on a separate review page before they could complete their transaction.","",Braintree,false
BUNDLE-3394,[Braintree] Refund online storing transaction as transactionid-refund,"","","",Other,false
BUNDLE-3421,[Braintree] + [CLOUD] Braintree (credit card) orders unable to split the charges,"","","",Other,false
BUNDLE-3422,[Braintree] [Cloud]Braintree SSL Certificate expire by June 30,"","","",Other,false
LYNX-339,private_content_version cookie returned in GQL queries,"","Fixed an issue where the private_content_version cookie was returned in GraphQL queries, even when the session cookie was disabled. The cookie is no longer included in GraphQL responses when the session is disabled, as expected.","",Other,true
LYNX-366,Server error on email props in physical gift card queries,"",Fixed an issue where queries for sender_email and recipient_email on physical gift cards resulted in a server error. These props now return correctly for virtual gift cards and the query behavior is consistent.,"",Other,false
LYNX-380,is_available attribute in CartItemInterface returns always false for configurable products,"","Fixed an issue where the is_available attribute in CartItemInterface always returned false for in-stock configurable products. Now, it correctly reflects availability as true when applicable.","",Other,true
LYNX-382,is_available attribute in CartItemInterface returns true even when salable stock is lower than the quantity of the product,"",Fixed the issue where the is_available attribute in the CartItemInterface incorrectly returned true even when the cart item quantity exceeded the salable stock.,"",Other,true
LYNX-395,only_x_left_in_stock attribute in ProductInterface is not accurate on configurable products,"","Fixed an issue where the only_x_left_in_stock attribute in ProductInterface did not accurately reflect the available stock for configurable product variants in the cart. Now, the only_x_left_in_stock value corresponds correctly to the actual variant stock levels, ensuring accurate inventory data is returned in the Cart GQL query.","",Other,false
LYNX-399,Placeholder thumbnail returns when a simple product added to cart within a grouped product,"","Fixed an issue where adding a simple product (part of a grouped product) to the cart returned a placeholder thumbnail image, even when the product had an assigned image.
Fix Details:
 * The product thumbnail now correctly displays the assigned image if available.
 * The thumbnail selection respects the admin configuration under:
Stores > Configuration > Sales > Checkout > Shopping Cart > Grouped Product Image.
This ensures consistent thumbnail behavior for grouped products based on store settings.","",Other,true
LYNX-400,Customer's custom option attributes not working with integer values,"",Fixed an issue where customer's custom option attributes did not work when the returned value was an integer. Custom options now correctly handle and return integer values as expected.,"",Other,true
LYNX-402,Internal server error when trying to get priceDetails for Bundle products with dynamic price,"",Resolved an issue where querying price_details for bundle products with dynamic pricing via GraphQL resulted in an internal server error. This enhancement ensures stable cart queries when working with bundle products configured with dynamic pricing.,"",Other,true
LYNX-403,only_x_left_in_stock always returns 0 for configurable products,"","Resolved an issue where the only_x_left_in_stock attribute always returned 0 for configurable products when added using the parent SKU with options.
Fix Details:
 * The only_x_left_in_stock value now accurately reflects the stock of the selected child variant instead of the parent SKU.
 * This ensures that stock levels are correctly displayed for configurable product variations in the cart and product pages.","",Other,true
LYNX-405,GraphQL Error: Unsupported 'file' type in customizable options query,"","Fixed an issue where GraphQL returned an error for customizable options of type 'file' in cart items. The query now correctly returns details for all customizable option types, including file-based options, without causing errors.","",Other,false
LYNX-411,GraphQL query not returning correct calculated regular price for customizable products,"","Fixed an issue where GraphQL did not return the correct calculated regular price for customizable products. The query now correctly includes the calculated regular price with customizable values applied (e.g., $125) in the prices property, reflecting both the base price and any additional customization costs.","",Other,true
LYNX-412,AppliedTaxes via EstimatedTotals persist with updated mutations,"","Fixed an issue with the EstimatedTotals mutation where applied taxes persisted on a cart even after updating the region or postcode. The mutation now correctly updates the applied taxes when changing between region and postcode values, ensuring that only the correct tax rule is applied based on the current cart data.","",Other,true
LYNX-420,is_available attribute in CartItemInterface returns true even when salable stock is lower than the quantity of the product,"",Fixed an issue where the is_available attribute in CartItemInterface incorrectly returned true even when the salable stock was lower than the requested product quantity. The is_available field now correctly returns false when the product's quantity exceeds the available stock.,"",Other,true
LYNX-421,Cannot add coupon to cart for shipping only discount,"","Fixed an issue where a coupon could not be applied to a cart for shipping-only discounts. The coupon is now correctly applied to the shipping amount when using a sales rule with no product conditions, ensuring the expected discount is applied to the shipping cost.","",Other,false
LYNX-425,Product regular price with 12 decimals and wrong value,"","Fixed an issue where the regular_price value in the product.price_range.maximum_price and minimum_price GraphQL paths did not match the catalog price when multiple tax rates were applied. The regular_price now consistently reflects the catalog price across all tax configurations, ensuring accurate unit pricing, total row cost calculations, and discount checks in the Cart Summary.","",Other,true
LYNX-426,The discount_percentage is not calculated for bundle products with dynamic price,"",Fix added for discount_percentage of product.price_details not showing the correct value for bundle products with dynamic price enabled and discount coupon applied.,"",GraphQL,true
