Issue key,Summary,Custom field (External Issue URL),Custom field (Git Pull Request),Custom field (Release Note),Components,is_magento
ACP2E-4058,Not minified JS sometimes loads ignoring 'enable js minifications',"",https://github.com/magento/magento2/commit/6dd3fa99,"Prior to the fix, even if you had minification enabled some of the JS files were requested without the ""min"" prefix resulting in 404 status code. After the fix, when minification is enabled there are no non-minified JS resources requested.",Framework,true
ACP2E-4059,[Cloud] cache_invalidate over 10K logs,"","","Previously, cache was cleared on each PLP or Cart visit, causing unnecessary performance overhead. Target rule cache is no longer invalidated on these pages, improving browsing efficiency.",Performance,false
ACP2E-4060,Date Attribute in custom Attribute Group Fails to Show Datepicker in Admin,https://integration-5ojmyuq-3ssteurpe3xzy.us-5.magentosite.cloud/,https://github.com/magento/magento2/commit/6dd3fa99,Fixed issue where the calendar popup for date attributes appeared off-screen when assigned to custom attribute groups.,Framework,true
ACP2E-4061,Issue with Updated Orders with Configurable Options Using REST API,"",https://github.com/magento/magento2/commit/6dd3fa99,Preserve existing product options on sales order items when updating an order through rest api endpoints.,Order,true
ACP2E-4064,PayflowPro saved card token failed on payment,"",https://github.com/magento/magento2/commit/52f46328,"PayPal PayFlow Pro transaction IDs (PNREFs) are now valid for use in Reference Transactions for a fixed period of 12 months. Once expired, the saved card will no longer be displayed and must be added again. Previously, the validity was determined by the expiration date of the payment card used in the original transaction.",Payments,true
ACP2E-4072,VAT Validation fails because of VAT API rate limiter - triggers false positive customer group change,"",https://github.com/magento/magento2/commit/ee918f0d,"Optimized the requests to Europa Vat validation tool, that results in less ""rate limiter"" error",Catalog,true
ACP2E-4081,Simple Products unassigned When Configurable Product Edited by Limited Role,"","","Previous to this fix, if a restricted admin user would save a configurable product that contain simple products that the admin user didn't have access to, were removed from the configurable product on save. After the fix the configurable product is preserved as saved from a full right admin.",Product,false
ACP2E-4085,Bulk Deletion in Core Indexer Triggering Maximum Writeset Size Error on Production,"",https://github.com/magento/magento2/commit/0a3b7032,Optimizes catalog rule product index cleanup by implementing two deletion strategies based on data volume.,Catalog,true
ACP2E-4086,REST API endpoint export-stock-salable-qty returns incorrect items total_count,"",https://github.com/magento/inventory/commit/5632fb5e,"Fixed pagination issue in inventory export stock salable quantity API where total_count was incorrectly limited to page size. Previously, when using the /rest/all/V1/inventory/export-stock-salable-qty/website/base endpoint with pagination parameters like page_size=5, the total_count field in the response would return 5 instead of the actual total number of products matching the search criteria. After this fix, the total_count field now correctly reflects the total number of products available regardless of the page_size parameter, ensuring consistent pagination behavior across all Magento REST API endpoints.",APIs,true
ACP2E-4090,[CLOUD] Customer Order filter not working for Dates,"",https://github.com/magento/magento2/commit/a1c57b2e,"After the fix, retrieving orders through GraphQL using a date range filter returns the correct result.",GraphQL,true
ACP2E-4095,Content staging preview does not work with search results,"","","Search in Staging Preview now returns products in accordance with the selected scope. Previously, the search returned results in the default scope, disregarding the selected store.",Content,false
ACP2E-4096,Page Builder - Product Condition Logic Issue (OR logic behaves incorrectly showing less products),"",https://github.com/magento/magento2/commit/e457c5e2,"Page Builder Products Widget now returns correct result when an attribute with global scope is used in ""Match Any"" condition",Content,true
ACP2E-4097,[B2B] Shared Catalog Save Returns Deprecated Functionality Error,"",https://github.com/magento/magento2/commit/ab891304,"Admin can successfully unassign products from Shared Catalog.
Previously unassigning products with large number of long product SKUs from Shared Catalog resulted in error",Product,true
ACP2E-4099,Admin Actions Log User Report doesnt show details of what filter was used when applying filters,"","","Prior to the fix, filtering parameters were not being logged in the admin activity report. Now, after the fix, all request data is being logged.",Analytics / Reporting,false
ACP2E-4100,"Regular price is not visible, even though a special price is applied.","",https://github.com/magento/magento2/commit/47721be6,Resolved an issue where the regular price was not displayed when a special price was applied. The regular price now correctly appears alongside the special price as expected.,Pricing,true
ACP2E-4102,Duplicated stock status queries on quote load,"",https://github.com/magento/inventory/commit/fc15a9ae,"Fixed duplicate execution of cataloginventory_stock_status query when loading a quote on the storefront, causing redundant DB calls.",Inventory / MSI,true
ACP2E-4104,White Blocks Appearing on Both Sides of Admin Grid Header,https://mcprod.pap-store.acer.com/index.html,"","Fixed visual alignment issue in admin grids. Previously, when scrolling horizontally through product grids in the admin panel, white blocks would appear misaligned on the left and right sides of the grid header. The grid header elements now maintain proper vertical alignment when scrolling, providing a cleaner visual experience for administrators managing large product catalogs.",Admin UI,true
ACP2E-4110,[Cloud] Bundle product price issue,"",https://github.com/magento/magento2/commit/6e134409,Price for Bundle Product with special price is shown correctly on PDP/PLP for non default currency,"Catalog, Pricing",true
ACP2E-4112,[Cloud] Store Switcher Not Working from EN to FR for FAQ Page,https://adobe-ent.crm.dynamics.com/main.aspx?appid=f2e74f34-7119-ea11-a811-000d3a5936c5&forceUCI=1&pagetype=entityrecord&etn=incident&id=3e1df344-8a69-f011-bec3-6045bd04f475,"","Fixed an issue where switching between store views redirected users to the homepage instead of the corresponding translated CMS page. The store switcher now checks for URL rewrites in the target store to ensure correct redirection (e.g., FAQ page in English → FAQ page in French).",SEO,true
ACP2E-4114,Production ACL Permission Check caused Performance Degradation – populateAcl Method is the bottleneck,"",https://github.com/magento/magento2/commit/98f028ab,Optimized ACL rules processing,Framework,true
ACP2E-4115,Address issues raised in ACP2E-4031,"",https://github.com/magento/magento2/commit/e457c5e2,"Prior to the fix the error node position did not provide seamless compatibility with 2.4.7 and 2.4.9 versions. Now, after the fix, the error node is properly placed to accomodate both versions.",GraphQL,true
ACP2E-4116,[CLOUD] Products with No Backorders selected on manage stock still allowing customers to order over our stock levels when imported,"",https://github.com/magento/magento2/commit/a1c57b2e,"After the fix, it is no longer possible to import an unacceptable value for the ""allow_backorders"" attribute of the product.",Import / export,true
ACP2E-4117,Duplicate order found for same customer in Multishipping,"",https://github.com/magento/magento2/commit/a1c57b2e,Concurrent requests to place order with multiple shipping addresses no longer result in duplicated orders for same customer,Cart & Checkout,true
ACP2E-4119,"Product import failing due to Description length exceeding 65,536 characters Validation","",https://github.com/magento/magento2/commit/a1c57b2e,"After the fix, it's possible to import product attributes with type text whose values exceed 65,536 characters.",Import / export,true
ACP2E-4128,[CLOUD] Getting 404 for JS file on checkout page on first attempt after implementing sri patch,https://ansg.integration-5ojmyuq-f46gejjrfa7be.ap-3.magentosite.cloud/,https://github.com/magento/magento2/commit/e457c5e2,"Previous to the fix mixins would not have loaded in cart and checkout when minify and bundling enabled. After the fix, all mixins should load as expected.","Cart & Checkout, Security",true
ACP2E-4132,[Cloud] Deactivate the old sitemap generation,"",https://github.com/magento/magento2/commit/45cbf9b6,A new configuration option is now available to switch between the standard sitemap generation process and a newly implemented batch mode. This enhancement allows for greater flexibility and scalability in sitemap creation workflows.,SEO,true
ACP2E-4136,Products displays as out of stock after disabling,"",https://github.com/magento/magento2/commit/a1c57b2e,"After the fix, disabled products are not present in the products widget.",Catalog,true
ACP2E-4137,[Cloud] No such entity with cartId,"",https://github.com/magento/magento2/commit/e885088b,Resolved an issue where using Login as Customer with two company admin accounts in the same session caused a “No such entity with cartId” error.,"Account, Admin UI",true
ACP2E-4138,Validation issue with custom option IDs in cart item REST APIs.,"",https://github.com/magento/magento2/commit/a1c57b2e,"REST APIs V1/guest-carts/<cartId>/items/ and V1/carts/mine/items/ now validate ""product_options.extension_attributes.custom_options.*.option_id"" to ensure it references a valid option_id for the cart item SKU. Previously, this parameter was processed and saved in the database without validation.",APIs,true
ACP2E-4142,Post-Patch ACP2E-4118: Stock Threshold Change in Admin Causes Negative Salable Quantities and Stock Status Mismatch,"","https://github.com/magento/magento2/commit/a1c57b2e, https://github.com/magento/inventory/commit/5632fb5e","Inventory stock status is now automatically adjusted when global inventory configurations Quantity, Backorders and Out-of-Stock Threshold are updated via import.",Inventory / MSI,true
ACP2E-4149,Header Login/Logout Not Updating in Multi-Store Setup with Shared Cookies,"",https://github.com/magento/magento2/commit/e885088b,Login header is updated correctly on logout in accordance with config settings. The customer-data.js will use a cookie to store the 'mage-customer-login' value if customer accounts are shared globally. Local storage will be used otherwise.,UI Framework,true
ACP2E-4153,[Cloud] Sitemap generation performance is significantly degraded,"",https://github.com/magento/magento2/commit/e457c5e2,"Sitemap generation for products with images no longer experiences exponential slowdown. Previously, generating sitemaps for stores with image inclusion enabled would result in long processing times.",Product,true
ACP2E-4156,For Shipping Information Server Side Validation is not Working using REST API,"",https://github.com/magento/magento2/commit/45cbf9b6,Fixed an issue in the REST API where shipping address information validation did not adhere to the attribute configuration defined in the Admin backend. The validation now properly follows the configured settings.,"APIs, Cart & Checkout",true
ACP2E-4157,Error when create credit memo for offline refund,"",https://github.com/magento/magento2/commit/45cbf9b6,Fixed an issue where creating a credit memo failed for bundle products with the setting Dynamic Price = No. Credit memos can now be created successfully without errors.,"Order, Returns",true
ACP2E-4159,[Cloud] Errors with duplicate entries (temp_category_descendants_%),"",https://github.com/magento/magento2/commit/a1c57b2e,Fixed issue with duplicate entries during creation scheduled updates for enviroments with high number of nested categories,Catalog,true
ACP2E-4160,Export Filters for Product Yes-No Attributes Not Functioning as Expected,"",https://github.com/magento/magento2/commit/ee918f0d,"After the fix, exported products filtered by a Yes/No attribute contain the expected products that respect the applied filters.",Import / export,true
ACP2E-4162,Ui component fileUploader not working correctly on 2.4.8-p1/ 2.4-develop,"",https://github.com/magento/magento2/commit/ee918f0d,Improved file upload for custom ui component with multiple select to allow upload on upload area click.,Admin UI,true
ACP2E-4167,[CLOUD] Admin Report does not show details when inventory is updated,"","https://github.com/magento/magento2/commit/cbca0396, https://github.com/magento/inventory/commit/76b88f7c","Product inventory source changes are now being logged by logging module. Prior to the fix, when saving a product and performing inventory related changes, details were not being logged.",Inventory / MSI,true
ACP2E-4168,Bundle parent showing Out of stock even the child has instock in Graphql call,"","https://github.com/magento/magento2/commit/a1c57b2e, https://github.com/magento/inventory/commit/5632fb5e","After the fix, requesting a product list using GraphQL returns the correct stock status for bundle products.",GraphQL,true
ACP2E-4180,[Cloud] Order return page for bundle product row gets auto unselected,"","","Previously, for the bundle product Ship Together Return in the admin panel grid view, we had an option ""Select Items"" which created confusion for the bundle product Ship Together option. After this fix is applied, for bundle product shipments, there are no more ""Select items"" option.","Catalog, Returns",false
ACP2E-4184,GraphQL mergeCart mutation discrepancies,"",https://github.com/magento/inventory/commit/5632fb5e,"After the fix, the merge carts GraphQL request properly checks the product quantity, taking into account the stock configuration.","GraphQL, Inventory / MSI",true
ACP2E-4185,GetCart GraphQL Media Gallery Field Returns Empty Data after cache flush,"",https://github.com/magento/magento2/commit/45cbf9b6,"After the fix, product's media_gallery is returned as expected in the GraphQL response for the cart request.","Catalog, GraphQL",true
ACP2E-4187,Duplicate file headers in Advanced Report CSV files causing empty reports,"",https://github.com/magento/magento2/commit/45cbf9b6,"After the fix, reports generated for the advanced reporting feature no longer contain duplicated header rows in cases when the row count exceeds the batch size.",Analytics / Reporting,true
ACP2E-4191,[B2B] Webapi requests go infinite loop for logged-in customers when 'eav' cache disabled,"",https://github.com/magento/magento2/commit/45cbf9b6,"After the fix, disabling the eav cache doesn't lead to an infinite loop during certain REST requests.",Account,true
ACP2E-4192,[Cloud] Stock limit exceeded notification message is displayed twice when Out-of-Stock Threshold is hit,"",https://github.com/magento/magento2/commit/e885088b,"Fixed the issue where cart updates could show duplicate error banners. Previously, after an AJAX validation error the backend added the same message again during form submission, so shoppers would see two identical alerts. Now we skip adding the extra backend message, keeping the cart page to a single clear error banner.",Cart & Checkout,true
ACP2E-4194,GraphQL Exception in SWAT,"",https://github.com/magento/magento2/commit/45cbf9b6,"After the fix, responses for GraphQL requests are aligned with the GraphQL over HTTP specs. A 4XX response code is returned when it's impossible to parse the request, the request is not authorized, or there is another general problem with the request. If the request is parsed and can be processed, a 200 response code will be returned.",GraphQL,true
ACP2E-4201,[Cloud] php-fpm not respecting max_execution_time,"","",Deployment configuration is now loaded once in a single request.,Performance,false
ACP2E-4202,"[On Prem] Newly Created Orders/Companies/ Customers Automatically Included in ""Select All"" Scope During select Process","",https://github.com/magento/magento2/commit/6e134409,"Fixed the issue where manually selecting all records on a stale admin grid page would unintentionally delete all records when performing mass actions. Previously, the grid would automatically switch to ""select all"" mode internally when the number of selected items matched the total count, causing mass actions to affect all records instead of just the explicitly selected ones.",Admin UI,true
ACP2E-4208,"""Confirm Form Resubmission"" on Catalog Search with ""Remember Category Pagination""","",https://github.com/magento/magento2/commit/e885088b,"Navigating back from a product page to the Catalog Search Results page after modifying toolbar settings no longer triggers the ""Confirm Form Resubmission"" dialog when ""Remember Category Pagination"" is enabled.
Previously, users encountered a browser error or a warning about form resubmission when returning to the search results page after changing toolbar parameters like sort order.",Search,true
ACP2E-4211,Changelog cleanup performance issue after ACP2E-3995,"",https://github.com/magento/magento2/commit/ee918f0d,"After the fix, the indexer_clean_all_changelogs cron job fully cleans changelogs, keeping batching in place.",Performance,true
ACP2E-4212,Bundle product with scheduled updates removes the bundle items option on product save action,"",https://github.com/magento/magento2/commit/ab891304,Removing bundle product options or associated products in scheduled update no longer affects the original bundle options and associated products and vice versa. Also removing bundle production options in the original product and replacing with another options after scheduling an update no longer results in the removal of the newly added options,Staging & Preview,true
ACP2E-4220,Bundle product being unable to add to cart while marked as in stock,"","https://github.com/magento/magento2/commit/cbca0396, https://github.com/magento/inventory/commit/76b88f7c","Bundle product stock status now correctly reflects child product reservations and out-of-stock thresholds.
Previously, bundle products were marked as ""in stock"" even when one or more child products lacked sufficient salable quantity. This led to ""Not enough items for sale"" errors when adding the bundle to the cart.",Inventory / MSI,true
ACP2E-4223,For Billing Information Server Side Validation is not Working using shipping-information REST API,"",https://github.com/magento/magento2/commit/0a8c9a9a,Customer address data validation has been improved to be more consistent between REST and GraphQl for checkout.,Cart & Checkout,true
ACP2E-4225,Solution from ACP2E-3362 works slowly on MariaDB 10.6,"",https://github.com/magento/magento2/commit/ab891304,Improved performance of the frontend search page in case of large number historical search requests.,Admin UI,true
ACP2E-4226,Issue with Promotion Preview Mode where applied coupons disappear shortly after being applied.,"","","Prior to the fix, voucer codes could not be used properly in staging preview mode. Now, after the fix, voucher codes are properly applied on the checkout page.",Staging & Preview,false
ACP2E-4227,While fetching the product from cart and changing the store header language not changing,"",https://github.com/magento/magento2/commit/6e134409,"GraphQL customerCart query now returns product attribute values according to the store header value. Previously, changing the store header language while retrieving a product from the cart via GraphQL did not reflect the updated language, resulting in inconsistent localization.",APIs,true
ACP2E-4231,[Mobile] Fotorama can open Mini Cart on Image Viewer close action,"",https://github.com/magento/magento2/commit/e885088b,"Fixed the issue with Fotorama. Previously, a Mini Cart would open on the Image Viewer's close action",UI Framework,true
ACP2E-4233,Grouped product incorrectly shows as Out of Stock on PDP after import from CSV when child is assigned to custom source/stock (fixed after manual reindex),"","https://github.com/magento/magento2/commit/98f028ab, https://github.com/magento/inventory/commit/5704166a","After the fix, creating a composite product using import automatically performs stock reindexation, making the product available without the need for manual reindex.",Inventory / MSI,true
ACP2E-4237,RedisRequestLogger\RedisClient (rate limiter) exception on Application Server,"",https://github.com/magento/magento2/commit/e885088b,"After the fix, the Rate limiting feature can be used together with the GraphQL Application server in cases where the PHP redis extension is installed.","APIs, Framework",true
ACP2E-4239,Date Filter not working according to store timezone on Credit Memos grid,"",https://github.com/magento/magento2/commit/0a8c9a9a,"Prior to the fix filtering lists by date attributes were causing missing items because of timezone differences between selected date and stored dates Now, after the fix date filters are properly applied.",Admin UI,true
ACP2E-4241,File uploader dialog opens twice when pagebuilder is installed,"",https://github.com/magento/magento2-page-builder/commit/5c4ae802,Before the fix custom component Upload button would trigger twice. After the fix the Upload button works as expected.,Admin UI,true
ACP2E-4243,Issue with Update bundle option price per website via Import,"",https://github.com/magento/magento2/commit/98f028ab,It is now possible to export and import bundle option selection prices per website,Import / export,true
ACP2E-4244,Product not being removed from the compare list after the list is assigned to the customer,"",https://github.com/magento/magento2/commit/c135fc3a,"After a guest user's compare list is assigned to a customer account, products added as a guest can now be removed by the customer.
Previously, removal operations failed because the guest-added items were not properly linked to the customer's account after assignment.",GraphQL,true
ACP2E-4245,[Cloud] Bundle product price issue on cart page,https://www.techbuyer.com/,https://github.com/magento/magento2/commit/cbca0396,Fixed the Bundle product price issue on the cart page for multiple-currency stores,Cart & Checkout,true
ACP2E-4246,Merged js files are not properly generated on projects with many stores.,"",https://github.com/magento/magento2/commit/ab891304,"Merging JavaScript files now works correctly when multiple stores are configured.
Previously, files sometimes failed to merge properly in multi-store setups, leading to incomplete or inconsistent results.",UI Framework,true
ACP2E-4248,[GraphQl] cart query cart item discount issue on virtual quotes,"",https://github.com/magento/magento2/commit/cbca0396,"Resolved an issue where the GraphQL cart query returned an incorrect discount amount for virtual quotes. Previously, discounts were incorrectly applied to certain virtual products that were not eligible.","Cart & Checkout, GraphQL",true
ACP2E-4249,[CLOUD] Compare Products Count missmatch Issue for different stores,"",https://github.com/magento/magento2/commit/98f028ab,Compare product list now works correctly after switching to another storeview,Catalog,true
ACP2E-4260,[MSI] Failing MFTF tests related to latest mainline changes.,"","https://github.com/magento/magento2/commit/ab891304, https://github.com/magento/inventory/commit/13e432a6","Before the fix guest customers choosing In-Store Pickup without a shipping address had their billing address auto-filled with the store’s address, which couldn’t be changed, leading to incorrect invoice details. After the fix billing address is now editable in this scenario, allowing guests to enter their own details. Registered users will see their saved billing address instead of the store’s.",Inventory / MSI,true
ACP2E-4261,Customer segments sort order inconsistency is causing X-Magento-Vary cookie to regenerate all the time on some pages,"","","X-Magento-Vary cookie now sets one time on product page, previously with some configurations of customer segments the cookie sets several time during PDP loading",Product,false
ACP2E-4263,[Unit Test] Magento\GiftCardImportExport\Test\Unit\Model\Import\Product\Type\GiftCardTest::testIsRowValid,"","",Fix was provided for a random failing unit test,Test framework,false
ACP2E-4266,414 Error on 'Search for Pickup Location' Endpoint with Large Cart Sizes,https://mcstaging.casamyers.com.mx/,https://github.com/magento/inventory/commit/ae1f272f,"Selecting a store during checkout using ""Pick in Store"" no longer fails due to long URLs when many products are in the cart.
Previously, this triggered a 414 error caused by excessively long URLs generated during store selection, preventing customers from completing checkout.","Cart & Checkout, Inventory / MSI",true
ACP2E-4267,Incorrect inventory reservation created for virtual gift cards,"",https://github.com/magento/inventory/commit/5704166a,"Prior to the implementation of this fix, the quantity of a virtual gift card containing multiple items did not accurately reflect in the inventory reservation. However, after the fix was applied, the quantity of the inventory reservation and stocks became synchronized.",Inventory / MSI,true
ACP2E-4270,Vaulted Card issue when placing order on Admin,"",https://github.com/magento/magento2/commit/0a8c9a9a,Placing an order with stored credit card under website with different a payment action configuration no longer results in an error or wrong transaction type,Payments,true
ACP2E-4279,"""Add New Attribute"" button visible for restricted admin user during configurable product creation","","","""Add New Attribute"" button is now only visible for general admin user during configurable product creation.
Previously ""Add New Attribute"" button was shown for restricted admin user",Catalog,false
ACP2E-4280,No option to 'use default' on 'Images and Videos' for Image Role Assignment,"",https://github.com/magento/magento2/commit/61c96348,"The ""Use Default Value"" options have been added into the product images and videos section, enabling the inheritance of settings from the default scope.",Catalog,true
ACP2E-4281,Validation errors on deleted customer attributes when changing customer data.,"",https://github.com/magento/magento2/commit/0a8c9a9a,"Before the fix, saving the customer and customer address failed if they included multiple attribute options that had been deleted. After the fix, both can be saved successfully even when multiple attribute options are still present.",Admin UI,true
ACP2E-4283,updateCartItems GraphQL incorrect error response,"",https://github.com/magento/magento2/commit/cbca0396,"Previously, when a graphQL request for an item with insufficient quantity was made, a proper error message with an error code was returned, along with the requested quantity and price calculation, even if the item was not available. After this fix was applied, a proper error message with an error code is now returned, and the item’s quantity is set to its old value if it is not available in the response.",GraphQL,true
ACP2E-4285,"Aggregated search field ""_search"" is no longer used in the search query","",https://github.com/magento/magento2/commit/cbca0396,"Now, full-text search returns matching products if the minimum should match condition is met across all searchable fields collectively, rather than requiring the condition to be satisfied by a single field.",Search,true
ACP2E-4288,Abandoned cart report contains invalid characters,"",https://github.com/magento/magento2/commit/0a8c9a9a,Abandoned Cart Report exported as CSV file now contains properly rendered characters for currency symbols like Indian Rupee when opened in MS Excel.,Analytics / Reporting,true
ACP2E-4294,Restricted Category Products Still Counted in Wishlist After Customer Group Update,"",https://github.com/magento/magento2/commit/c135fc3a,"Prior to the fix, category permissions were not being applied properly to customer wishlist items. Now, after the fix, wishlist items are properly displayed and paginated in both web and GraphQL.",Catalog,true
ACP2E-4296,[CLOUD] Got writable permission issue in the newrelic,"",https://github.com/magento/magento2/commit/61c96348,"Before the fix, the logs were cluttered with exceptions. After applying the fix, the logs are now clean and free of exceptions.",Security,true
ACP2E-4298,[Cloud] Bundle product price issue on PDP and PLP,"",https://github.com/magento/magento2/commit/0a3b7032,Price for Bundle Product with regular price is shown correctly on PDP/PLP for non default currency,Catalog,true
ACP2E-4299,"After the fix for ACP2E-2926, customer segments are being matched on each checkout request, causing unnecessary processing","","",Customer segment functionality now includes a caching mechanism to improve performance.,Promotion,false
ACP2E-4300,Customer can place order for inaccessible product after customer group change,"",https://github.com/magento/magento2/commit/f7bbcb4e,"Previously, when changing the customer group from admin, the frontend catalog and cart did not reflect the changes in catalog permissions. However, after applying this fix, the frontend quote now changes according to the updated catalog permissions when the customer group is changed from admin.",Catalog,true
ACP2E-4301,Inventory Reservation Compensation Command Fails with Null and Non-Existent Product References,"",https://github.com/magento/inventory/commit/76b88f7c,Fixed issue when the Inventory reservation compensation CLI would throw an exception if the processed combination had a missing order ID,Inventory / MSI,true
ACP2E-4302,Product Image Changes Not Logged in Action Log,"","","Fixed the issue where product image uploads and deletions were not being tracked in Admin Action Logs. Previously, when administrators added new images to a product or deleted existing images from the product's media gallery, these changes were not recorded in the logging system. Only changes to image roles (such as assigning an image as the main product image, thumbnail, or small image) were being logged. Now, all media gallery changes including image additions and deletions are properly logged in the Admin Action Logs, providing complete audit trail visibility for product image management activities.",Admin UI,false
ACP2E-4303,Reindexing stuck due to high memory usage,"",https://github.com/magento/magento2/commit/c135fc3a,"Fixed the issue where the catalog rule indexer consumed excessive memory and failed to complete, causing instability and out-of-memory errors.",Catalog,true
ACP2E-4308,Cannot navigate between websites in Schedule Update preview,"",https://github.com/magento/magento2/commit/0a3b7032,"Before this fix, scheduled update preview would break when attempting to preview content for stores with custom domains. After this fix, custom store domains can be previewed as is and navigated within the preview iframe. The fix covers products, categories, CMS pages, and CMS blocks, and supports navigation links using `{{store url}}` markup tags as documented in [Adobe Commerce Variables and Markup Tags](https://experienceleague.adobe.com/en/docs/commerce-admin/systems/variables/markup-tags).",Staging & Preview,true
ACP2E-4309,Update for MDVA-19640 for 2.4.8 compatibility,"",https://github.com/magento/magento2/commit/c135fc3a,The fix moves the analytics cron job tasks from the default group into analytics group,Analytics / Reporting,true
ACP2E-4310,Store specific sender is not used for gift card emails,"","","Previously, when sending an email template for a gift card after an invoice was created from a different store, the owner’s name in the admin configuration settings would not be reflected in the email headers when the customer received the email. After this fix was applied, the email headers now include the appropriate store owner’s email information.",Order,false
ACP2E-4311,Error loading some locale,"",https://github.com/magento/magento2/commit/2687b487,Fixed an issue where creating a customer account failed when using the Arabic locale and the Date of Birth attribute was set to display on the storefront. The account can now be created successfully in this configuration.,Account,true
ACP2E-4312,Cross-Website Guest Order Assignment Bug in MergeGuestOrder Plugin,"",https://github.com/magento/magento2/commit/c135fc3a,"Prior to the fix, a guest order customer assignment was not considering account sharing options. Now, after the fix, an order is assigned to a customer if customer and order store match (given that the customer account sharing option is set to ""Per website"".",GraphQL,true
ACP2E-4319,Checkout not loading in latest version with AC-15867 + ACP2E-4296 and SCD compact,"",https://github.com/magento/magento2/commit/1c547060,"Prior to the fix, having custom javascripts loaded through the head section could have caused issues. After the introduction of the new setting, such scripts can be automatically defered, insuring greater compatibility with Magento 2 framework.",Framework,true
ACP2E-4324,[CLOUD] The Fastly cache is not working after we upgrade to 2.4.8,"",https://github.com/magento/magento2/commit/2687b487,"Resolved an issue where cacheable pages were not properly stored or served from Fastly cache, resulting in inconsistent caching behavior and reduced performance.",Performance,true
ACP2E-4328,Suspicious requests are throwing exceptions in the exception.log,"",https://github.com/magento/magento2/commit/2687b487,"Fixed an issue where malicious or malformed URL requests were causing database collation errors and filling up exception logs.
Previously, when suspicious requests containing invalid character encodings or unsupported characters were received, the system would attempt to decode and process them, leading to MySQL collation conflicts.",SEO,true
ACP2E-4334,Delete default website/store breaks tier prices API endpoint,"",https://github.com/magento/magento2/commit/0a3b7032,"Previously, deleting the default base website and using the secondary website as the default website resulted in an error when attempting to update the tier price for the secondary website. However, after applying this fix, the tier price can be successfully updated even if the base website is deleted or deactivated.","APIs, Catalog",true
ACP2E-4336,"JS warning in the admin dashboard: ""Expected to start loader but did not find one in the dom""","",https://github.com/magento/magento2/commit/2687b487,"Fixed the JavaScript warning that appeared in the browser console when Charts were enabled for the admin dashboard. Previously, when accessing the admin dashboard with charts enabled, an obsolete debug check would incorrectly warn ""Expected to start loader but did not find one in the dom"" even though the functionality was working correctly.",Admin UI,true
ACP2E-4337,[CLOUD] Configuration With Dependency Config Editable When Use Default Checked in Store Configuration,https://mcstaging.pap-store.acer.com,https://github.com/magento/magento2/commit/31258bf6,"Fixed the issue when System Configuration fields could render enabled after page load, despite “Use Default/Website” being checked.",Admin UI,true
ACP2E-4338,"Deprecation warning: use moment.updateLocale(localeName, config) to change an existing locale. moment.defineLocale(localeName, config)","",https://github.com/magento/magento2/commit/2687b487,"Prior to the fix a deprecated warning was being thrown in browser console. Now, after the fix, there is no such warning displayed anymore.",Framework,true
ACP2E-4339,[CLOUD] DateTimeZone error when saving product changes via REST API,"","","Prior to the fix a product update REST API request would generate an error if there was no store with code ""default"". Now, after the fix the product update request runs fine regardless if a ""default"" store exists or not.",Framework,false
ACP2E-4341,Product carousel adds incorrect products to Page Builder,"",https://github.com/magento/magento2/commit/61c96348,"Prior to the fix, a configurable product would have been automatically included in PageBuilder product carousel listings if any of its child would have met the filtering conditions. Now, after the fix, the parent product will be included only if the child product is not visible on his own.",Content,true
ACP2E-4344,Error Invalid date when updating account information,"",https://github.com/magento/magento2/commit/31258bf6,"Customers can now update their account successfully when using the Arabic locale. Previously, attempts to save the account information, the date of birth failed due to an invalid date error.",Account,true
ACP2E-4345,Investigate the reasons for increased redis keys and cache keys creation,"",https://github.com/magento/magento2/commit/0a3b7032,"Prior to the fix, cache kyes used for remote storage metadata were not expiring. Now, after the fix, you can set a TTL for such cache keys through dependency injection.",Performance,true
ACP2E-4346,[Cloud] PayflowPro saved card (Vault) last 4 digit is not showing in the order,"",https://github.com/magento/magento2/commit/0a3b7032,"Card information is now properly persisted and displayed when using saved cards with the Sales payment action, matching the behavior when using the Authorization payment action for PayflowPro.",Payments,true
ACP2E-4348,Manage Shopping Cart store scope issues,"",https://github.com/magento/magento2/commit/31258bf6,"Now, shopping cart errors will be displayed to the admin user when managing the shopping cart for a customer assigned to a non-default website. Previously, errors were not displayed.",Cart & Checkout,true
ACP2E-4353,Products List widget returns incorrect result if multiple categories are listed in category condition,"","https://github.com/magento/magento2/commit/0a3b7032, https://github.com/magento/magento2-page-builder/commit/1c1b3419","The “Catalog Products List” widget will now display accurate results when multiple categories listed in the condition ""Category is one of"". Previously, only the first category in the list was processed.",Content,true
ACP2E-4354,Customer create form error messages are not translated,"",https://github.com/magento/magento2/commit/31258bf6,"Fixed an issue where customer validation error messages were not properly translated and formatted across different interfaces. Validation errors now display correctly translated messages in all areas of the application: storefront, adminhtml, rest api and graphql.","Account, Admin UI",true
ACP2E-4360,Sales async by id insert limited to 100 entries per cron run,"",https://github.com/magento/magento2/commit/31258bf6,"Improved processing of the sales grid async insert. One cron run now inserts all pending rows in batches, instead of a strict 100 per run.",Order,true
